Binary_label,Category,domain,text,is_synthetic,source,prediction
real,hyatt,Hotel,"My wife and I stayed at this hotel at the end of May, 2009. She came for the weekend for a function and we extended the trip to take in the city. We got a deal on this hotel through TravelZoos. $249/night stay for $99/night plus we got the full buffet breakfast. The room was wonderful. Extremely large King size bed with expansive sitting area. We are used to smaller hotels with little room to move. The bed was extremely comfortable with lots of pillows. No wear or damage in room at all except sink tap dripped a bit (poor taps). We could have upgraded to river view for $20/night but chose not to. We enjoyed the room for what it was. 22nd floor looking south. The buffet breakfast was great. Lots to choose from and very fresh with made to order eggs, non stop coffee and juice and the servers were so eager to please. Great to have breakfast included in night stay. Might be a bit dear to pay at $22/person. It was nice to sit and relax with good breakfast, coffee and newspaper and not have to figure where to catch a morning meal. Concierge desk was most helpful in suggesting places to eat, always informative and ready to provide maps, directions, multiple suggestions and even make the reservations. Cards included to admit without paying cover charges at some jazz clubs. Location was great. Blocks from El and other transportation and easy walking distance to the parks and right on the river. If in Chicago again, would not hesitate to stay here again. A swimming pool would have been nice but we did not miss it. 
",0,TripAdvisor,real
real,monaco,Hotel,"We had a king deluxe room for 2 nights. We reserved the room through the hotel website with AAA discount. We paid $180/nt. We enjoy boutique hotels, as they have so much more personality and personal service. This hotel was no exception. Every employee we encountered was pleasant and helpful. The room was clean, well decorated, spacious and quiet. We were offered at check-in a room with a view, but warned it was across from the elevator, so we decided to take the quiet, large room with no view. The location of the hotel was perfect for us, we saw Wicked while in Chicago and had no problem walking to the theater. We also walked the Magnificient Mile and found the location perfect (we like to walk). We had drinks at the hotel restaurant both nights which was a pleasurable experience. We ate room service for breakfast each morning, and the food was good and the portions were quite large. We would definitely stay here again. 
",0,TripAdvisor,real
real,affinia,Hotel,"The hotel itself was beautiful and wonderful staff but the bottom line for me was that it was impossible to sleep through the night because the noise of the ambulance sirens continued throughout the night. For THREE consecutive nights. There was simply inadequate soundproofing - even 14 floors above the street (OK - 13 floors as there is no 13th floor). I hesitate to write this review but I rely on Trip Advisor reviews when traveling, and had I been warned about the ambulance sirens, I would have chosen to stay elsewhere. If you are a sound sleeper and noise is not an issue then it is a lovely hotel and excellent value. Conveniently located. Wonderful staff. But quiet is a key priority for me so I would not stay here again. :(
",0,Web,real
real,conrad,Hotel,"My husband and I stayed here for New Years eve weekend. This is an excellent hotel in an excellent location. Hotel is very tastefully decorated and warmly welcoming. The rooms had the best electronics I've ever seen. Loved that they had a soaking tub and a spacious shower stall. The hotel restaurant seemed to be empty everytime we walked by, so we avoided it too. Ate at Joe's across the street - excellent seafood. And you can shop til you drop without going outside! Nordstroms and four story mall is attached. Lots of good 'food on the run' places in there. Loved Chicago - loved the Conrad. I will go back! 
",0,TripAdvisor,real
real,palmer,Hotel,"We stayed at the Palmer House Hilton in early December, we stay there that weekend every December and we think it is the best location in the city for us. We like State Street better than Michigan Avenue and the Palmer House is right there. We stayed in the Towers, in a room with two double beds and 2 baths. The room was not huge, but very comfortable. The towers area was recently refurbished and it shows, the lobby is beautiful with plasma screen TVs on the walls, comfortable chairs and tables and a seperate room for the food/drinks. There is a continental breakfast in the morning, appetizers during cocktail hour and cookies are laid out until the room closes. There is a fridge stocked with soft drinks, water and juice that are yours for the taking. We were very pleased with the upgraded Towers, everyone should check it out! 
",0,TripAdvisor,real
real,intercontinental,Hotel,"We stayed at the Intercontinental for three nights last weekend. It is a located in a fantastic spot on the Magnificent Mile, right near the Chicago River and the NBC building. We had a double room in the main tower. The room was very clean and updated. The staff were very friendly and helpful. The negatives about this hotel is that you have to pay extra to use the fitness centre and internet access. Also, parking is high ($45 valet/day). Overall, we had a great stay and would recommend this hotel. We paid $90 on Priceline and felt that this was a reasonable price. 
",0,TripAdvisor,real
real,james,Hotel,"I found this wonderful Hotel ! The location is awesome, just minutes away from all the shopping, Restaurants and Bars you could possibly want . I was in town for an interview, so I was really nervous . I ended up suggesting the Hotel Restaurant for my interview and they took such a good care of us, they made me feel so comfortable that I was hardly nervous at all. And the place was pack! The room was superb! Really cool design . I had a room they call an apartment, and it was fantastic! The natural light you get in this room is awesome, and I am very sensitive to dark places. They have a full bar in the room , which I was able to use to entertain my friends that night. I went to the gym for a little bit of exercise and I have to say I have never seen such a extensive facility in a hotel. All the staff made me feel like I was family. They were available to me at any time, and so friendly ! I will definitely be back for another stay. 
",0,TripAdvisor,fake
real,ambassador,Hotel,"In my experience the Ambassador hotel didn't seem to be a 3 1/2 star establishment. The building and lobby were nice but the hotel room was extremely dated. The carpeting was very old and worn. The floor - carpeting and tile both seemed dirty which made me very uncomfortable. I would imagine that many years ago this was a very nice hotel. Currently, it's indespirate need of renovation.
",0,Web,real
real,amalfi,Hotel,"I booked this hotel for a business trip since I was able to get a $129 rate on Travelzoo and figured I'd save my company some money. I had also read excellent reviews on TripAdvisor. I had a guaranteed and confirmed room reservation for two nights in November. When I arrived in Chicago at 7:30pm I decided to go to dinner prior to checking in so called the hotel to request a late check in and was told 'no problem.' When I arrived at the hotel at 11:45pm I was told they didn't have a room for me and that I'd have to move to the Four Points Sheraton which they paid for. It was a major inconvenience to have to move and completely unacceptable that my confirmed room was given away. I was told that they overbooked and didn't get as many cancellations as they expected. I did check into the hotel the next day and once there did have a good experience. I would recommend staying here but do ensure that your reservation is indeed confirmed and avoid any late check-ins or you might not have a room! The 'experience designers' were great and very helpful. The rooms were very nice and comfortable (felt like home). The breakfast could stand to add on some bagels for the 'healthy factor.' It was nice that they did have fruit. I think that once the kinks are worked out that this will be a great hotel--they just need to get the basics down!
",0,Web,real
real,swissotel,Hotel,"The elevator system was impossible. It seems they were trying to improve it but only made it worse. Many people waited 15+ minutes and some bailed out to the stair wells. It happened several times. I had read about it before booking but guess I didn't take it seriously. It'd be a deal breaker for any future return unless I heard clearly it was improved. Also, I always think it's lame that you have to pay extra for WiFi. Area recommendations North Michigan Avenue and Lake front areas are best.
",0,Web,real
real,omni,Hotel,"I have stayed at the Omni off an on over the years. On business, for personal trips. This trip started off quite rocky, and left me very un-impressed. 1) Be aware, they have a new policy where they charge debit card $55 per day for 'incidentals' which you *may* incur. They do this if you elect not to use a standard credit card. Even if you have booked and paid for your room in advance. The desk clerk claimed 'all the hotels do this now'...funny how when I put a remote employee at the O'Hare hilton on my business debit card, I was never asked for additional funds. Having a policy is one thing, spreading blame for it is another. While not a problem for me, someone who plans trips down to the dollar and dime might encounter a problem with this 'policy' of theirs. To my knowledge, they never did this sort of thing before. (I don't use Credit Cards, its why I have money in a recession. =)) 2) Rooms were clean, but their in room accoutrements and mini bar items had no price list. The only thing labelled with a price was a bottle of water (about 600 ML) for $7.50. As such, be careful with the tray of goodies. If the water is $7.50, imagine what the snickers bar might cost. 3) Our suite had a bathroom sliding door between the bedroom and bathroom which appeared broken, and would not move. Calling the front desk resulted in ... nothing. Finally about 9:00 PM I elected to have another look at it, and it seemed to be off its track. I was able to successfully 'fix' it, but the lack of response from maintenance, considering the rate for a suite, is sad. I remember this hotel being much more attentive and responsive. 4) The seem to cut a lot of corners on room stocking now. Overall, I think I will be skipping the Omni, and they will get no more of my business. It seems Hilton treats people better overall. It's quite sad, as I have a lot of good memories with Omni. I will not be back.
",0,Web,fake
real,swissotel,Hotel,"Stayed valentines weekend. Got the 5th floor with a direct view of the building next door. You have to pay extra for the pool and the ice machine was out on our floor. Parking nearby sucks as most of Chicago or pay 50 for valet to go through your car. Glasses were dusty and gross. This location is notorious for having super sensitive scales on the mini fridge, so when you barely touch it you'll get a bill at 3 in the morning under your door. Had I been on a higher floor and had a better view it would be a 4 star but not this time.
",0,Web,fake
real,affinia,Hotel,"Having stayed at the excellent Affinia chain in NY, I had very high expectations. When I saw the Trip Advisor rating, I immediately booked. What a huge disappointment: -- The quality Simmons pillow top mattress is covered with very cheap, foam pillows -- the kind they sell in the store for $4. You cannot sleep on these -- The windows are so thin, you can hear the buzzing from walk/don't walk sign on Superior below. -- The walls are so thin that when my neighbor smoked, I was awaken around midnight, my room engulfed in smoke odor. A call downstairs yielded no results -- There are nice furnishings but many are chipped showing bare wood; the desk chair was full of loose threads -- The water flow is very weak, but the towels are nice -- There are unpainted floorboards, the kind you find in Day's Inn -- They charge for internet service The tiny lobby has materials and pictures of what the hotel will eventually look like. The sign outside is also a banner. Having stayed all over the U.S., you are better off at Red Roof -- this is really an embarassment for the Affinia chain. Wait until they complete the renovations in 2008. I did supply this feedback at my checkout and the front desk apologized by shaking my hand. Good heart, but the problems are not fixable.
",0,Web,real
real,intercontinental,Hotel,"Used this hotel the first time I was in Chicago. For the prices and for being classified an intercontinental...I wouldn't consider it that good. The rooms were solid. The view was ok (but so is it virtually everywhere else on Michigan Ave.) The service was ok. The prices were ridiculous for everything from wifi to well everything else. We came here for a Jewish/Hindi wedding. Appetizer was fine. Main entree was a small portion of meat with forgettable everything else. Dessert was inedible. I have been to some other expensive hotels with similar ratings but they had more or just better rooms to an extent that it would be worth it. I personally preferred the Conrad. Better prices and better service.
",0,Web,fake
real,hardrock,Hotel,"My wife and I just spent a long weekend at the Hardrock Chicago hotel, and although I am not one to normally write long email, I felt it necessary to bring some of the disappointing experiences from our recent syat (2/14 to 2/17) to your attention.Issues included: Our friends ordered chocolate covered strawberries to be delivered to our room upon arriving on 2/14 and we never got them. Our friends later (on 2/16) asked us if we had received the strawberries, and we responded no. They then brought this to the attention of the hotel and we were pleasantly surprised to have received a complimentary bottle of champagne. We were then disappointed again, upon checking out, however, when we were accidentally billed for the 'complimentary' champagne - which was later subtracted from our bill. The in-room DVD player didn't work. It was approximately 11 PM on 2/15 when we called the front desk for help with trouble-shooting the issue. The person responded friendly that 'Al, the engineer, will be calling you back shortly' to help. 10 minutes later there was a knock on the door, and it was Al. A great and friendly guy, but we were waiting for a call back, not the arrival of a service tech - keep in mind it was late and we were already in bed. When Al was not able to fix the DVD player, he graciously told us 'order a movie on us' - thru the in-house movie selection. The problem: that didn't work either. Again, Al was awesome, and called the service provider, but they weren't able to fix it until after midnight. Finally, after midnight Al called us back, but by then the 'movie watching' mood had sort of passed. I ended up watching the film 'Hitman' alone as my wife had already gone to sleep.The thermostat in our room didn't work, regardless of the temperature we set it to (set to 65 degrees - actual temperature = 76 degrees). We had so many other unresolved issues that we didn't feel it necessary to voice any more. ...read more
",0,Web,fake
real,omni,Hotel,"This hotel is the perfect location for downtown Chicago shopping. The only thing is the pool is extremely small - it is indoors, but looks much larger on the website. 
",0,TripAdvisor,real
real,monaco,Hotel,"This is a great hotel! From the doorman who greeted us as we arrived, to the young man at the reservation desk to the young woman serving complimentarily wine, everyone was very friendly and helpful. We were 'strangers but for a minute!' The room was extremely clean, well appointed and we had a pretty view of the Chicago River, especially enjoyed from the large window seats. Loved the purple polka-dot paper on the toilet paper roll! Hallways were large and quiet. The restaurant next door, South Water Kitchen is very nice too. The location is in walking distance of the theatres, parks, the river (take a cruise), Michigan Ave. It's ideal. The only negative is that the concierges were not nearly as friendly or inviting as the rest of the staff nor were they very helpful. For a self-sufficient traveler, you wouldn't really need their services (although it is nice) but for someone coming to Chicago for the first time, a concierge can be very helpful. I would definately stay at this hotel again and would recommend it. 
",0,TripAdvisor,real
real,allegro,Hotel,"This is best hotel bargin in Chicago if you are not overly unhappy with a small room. Great hotel just redone by Kimpton. This is a great hotel chain that really provides a the sense of escape and fun to all of their hotels. This is a location just off of LaSalle and next to the Cadillac theater. It has a 4 star resturant which we enjoyed in a relaxed atmosphere an amazing Italian meal. The wine list is one of the best in a city of great restaurants. The Kimptons have a social hour 5 to 6 with wine at all of their hotels. You sit in a designer, kind of London circa 1968 couch with a fire place nearby and have that lost art form of relaxation with you fellow guests. They are super animal friendly and provide complete services to your dog if you wish to bring it. The exercise room is great and there is a spa here as well. There are two other Kimptons here but for the money the Allegro is the best value and location. Always consider Kimptons as they never disappoint where ever we have used them. 
",0,TripAdvisor,fake
real,affinia,Hotel,"We connected to Affinia Chicago thorugh a city websight. The deal was fair for a downtown hotel on the main drag with an attractiion included. There was information out there that the hotel was being overhauled although we did not pay much attention to that. They are currently under major construction. They will be a little late of their projections in the finish date. I must say that the staff tried very hard to make our stay comfortable under very difficult circumstances. The room was complete and was good. It had a very nice bathroom. The main lobbie and all hotel amenities are totally unfinished drywall with no food, drink, or rest room opportunities. The construction guys did their best to limit activity and noise to after 9:00am. I think this will be a good one once they are done. As of the end of May, they have a way yet to go.
",0,Web,real
real,amalfi,Hotel,"We stayed at Amalfi for 2 nights and i have to say after reading all the reviews here i expected a little bit more. It's a fine place with clean bathrooms and comfy beds but it's just not worth the money. It does have comfy beds and free continental breakfast. The sheets though, made us itch for some reason and we are normally not sensitive to these things. The breakfast could really benefit from some bagels or yougurt. Otherwise, it's just an early morning sugar attach of muffins, danishes, sweet breads, and croissants. There are plenty of restaurants around but they are all of the big chain variety, if you are into that sort of thing. Also, the windows do not open and there is a climate control device in the room. The problem with it that it keeps blowing air all the time, alternating between cold and warm, right over the bed. There is a sign not to turn it off but we did once just to see what happens and the air in the room got uncomfortably stale. They do have a business center where you can send fax and use internet for free. The problem is it is only one tiny room with one computer in there. One person at a time... All and all, we will not stay there again. If we feel like luxury, we have to find some other place. But if we feel like a regular hotel in the heart of the city, maybe we will try Red Roof Inn or something like that. At least we'll know what we are paying for.
",0,Web,real
real,hardrock,Hotel,"I stayed here August 20 through 23rd with my sixteen year old son and we thoroughly enjoyed this hotel. The price was very reasonable for a hotel located right on Michigan Avenue. The front desk and concierge service was excellent and enhanced our stay by making it easy for us to plan fun activities. The John Entwistle theme on our floor was a nice touch. Any of you single fathers out there can appreciate how difficult it can be to take a fun affordable vacation with your children and The Hard Rock Hotel in Chicago really helped me accomplish just that! 
",0,TripAdvisor,real
real,hyatt,Hotel,"I stayed at the Hyatt for a two nights on a business trip. My room was oddly shaped to give a stunning view of the river and NBC Building. Both the room and the bathroom were spotless and the room had an air purifier which ran silently. The hotel was well staffed with individuals who were knowledgeable about both the hotel and the surrounding area. I would not hesitate to stay here again and plan to return with my wife for a weekend. 
",0,TripAdvisor,real
real,sheraton,Hotel,"Truly a tattered run down facility that you should avoid . Rooms are small, dirty, and in no way represents the web sites representations. Staff is poorly trained and a very big disappointment. At best it is a 3 star facility ands with so many options in Chicago, 'please' avoid this one. I had no choice to stay here as a client booked the rooms.
",0,Web,real
real,james,Hotel,"I just returned from a 2 night stay at the hotel. I had requested a high floor, quiet room. Neither request was honored. The windows are not well insulated, because the traffic, car horns and sirens continued all night long. On the first night two drunk parties woke us up in the hallway. The safe in our room did not work. Someone had locked it before our arrival. One of the pictures under the tv had been removed, leaving a screw sticking out of the wall. The lights are so dim, that is next to impossible to read. A small alcove with a stained bench had a 'reading light' that was about 50 watts. Our room key cards didn't work, so we returned to the lobby where they recoded them. Upon returning to our room, they didn't work again and we stood there trying over and over again until finally we succeeded with no help from the staff. The bathroom is small and has no fan, so the steam covers the mirrors, and unless you leave the bathroom door open, it does not clear. On Friday night one small cookie was left in our room. What about a second guest. Are we supposed to split a 2 inch diameter cookie???!!!! On Sunday the phone rang with a 7 am wakeup call. We had not requested to be woken up!!!! The concierge did not know the way to get to O'Hare by train, and gave us a longer route than was necessary. I have stayed in much better hotels in Chicago...quieter and more spacious, more elegant and worth the money. This is definitely not worth $400 a month. (By the way, I live in Washington, DC and am used to city noise. This was unacceptable!)
",0,Web,real
real,omni,Hotel,"I stayed at the Omni with a Band that what in town. The room was amazing. Just walking in, the hotel was gorgeous. I have no complaints. Prompt Room service, Friendly front desk. Many shops, beautiful fountin. Just an all around great hotel in a great City. 
",0,TripAdvisor,fake
real,hyatt,Hotel,"Named my price on priceline. $50.00 Bucks. Hotel room was great. Clean, Clean and new. Fresh crisp sheets, comfortable bed, flat screen TV, clean carpet, nice bath, etc. Short distance to food and sightseeing. I highly recommend this property. Be prepared to pay over $40.00 per night to park. Hey, Its a hyatt. They also charge $5.00 for a bottle of water that is normally a buck. For a total of $100.00 nightly stay in Chicago this place is it just don't drink the bottled water. Happy Travels 
",0,TripAdvisor,fake
real,sofitel,Hotel,"We stayed at the Ritz Carlton two weeks prior, and in comparison the Sofitel does not come close. With the deal the Ritz Carlton is putting on right now, stay two nights...get one free, choose the nicer option! Pros: Room Service: Quick! 15 minutes tops. Bathroom: Large bathroom with a separate shower and tub. Lobby: Very impressive, and the doormen are on top of opening the doors and hailing a cab for you. Location: Close to the train station and MI Ave. Cons: NO TOP SHEET! We asked the others at the conference, they confirmed...there is no top sheet. You just sleep with the duvet cover over you. Room: -Small, and not a fan of the modern decor. -Broken closet door, the bottom track was bent. By the last day my husband removed the closet door completely so I could get to my things. -Barely any storage: closet was teeny tiny anyways, almost no bigger than a tall locker, only the top drawers of the nightstands open. -Shower: Horrible water pressure. -The cleaning staff did not replace shampoo, soap, etc. Had to call the front desk, and they delivered within 10 mins. -The cleaning staff did not replace our duvet cover during the three nights we were there, realized this as I still noticed a stain we made the first night. I made sure not to leave the 'save the water' card out. They changed our towels, but not the bedding??? -Our room was at the end of the hall across from where the staff enter, and you could heard that door slam shut all hours of the day. -They charge for Wi-Fi! -You can change the settings on the tv...brightness, etc.
",0,Web,real
real,monaco,Hotel,"Very pleasant front staff, wine in the evening in the lobby, large rooms, great rates, and free Internet for those that are members of the loyalty program. Overall an excellent value. Close to the El for those coming in from either Midway or O'Hare airports. 
",0,TripAdvisor,real
real,intercontinental,Hotel,"Good location and looks like a good property but did not seem to be managed well. Front desk staff was inattentive to customers and slow. Nice large suite for a room but plumbing fixtures were in disrepair (housekeeping staff could/should have reported each day) - partially clogged shower head, dripping sink, etc. Clean and OK, but neglected - we expected more from an Intercontinental Hotel. Many hotels to choose from in this area of Chicago - can get more for the price from almost any other.
",0,Web,fake
real,sofitel,Hotel,"Beautifully appointed, professionally staffed, comfortable, well-located, and elegant, with wireless internet access (plus free access in an alcove on the second floor), fitness center (a little small but fine if you use it at the right time), good energy clientele, easy access to Michigan Avenue, next door to 24-hour restaurant, 2 blocks from 2 Starbucks, elevators that are there before you get your finger off the button - they thought of everything. Will definitely return! 
",0,TripAdvisor,fake
real,knickerbocker,Hotel,"We were greeted by staff with excellent customer service skills. Our room was such a pleasant surprise, from the flat screen TV, the full size shower with rain showerhead & hand held shower wand, the wall attached toilet with flushing options (on the wall), the comfortable bed, the lovely lighting options, etc.. The size of the room was snug, and very comfortable, as would be, in a historic hotel. It was also quiet, and I know that the hotel was sold out. My sister was in the room next door. We did not hear her TV. We also loved walking less than a block, to the shopping and restaurants on North Michigan Avenue. 
",0,TripAdvisor,real
real,monaco,Hotel,"Having had a great stay at the Monaco last Fall with friends, I was disappointed (initially) to arrive on Saturday with husband and find that they didn't have our Quikbook made reservation in their system and they had no rooms available for Sat. eve. BUT they immediately took responsibility for their mistake by doing the following: found us a nice room at the neighboring Swissotel and paid for it! Gave us cab fare to get the 4 blocks over there. Paid for our valet parking $33 that eve. So naturally when they asked if we were interested in returning for Sunday eve (when they did have room), we said yes. When we returned, they gave us a corner suite with jacuzzi tub for our $139 quikbook rate! Now that's what I call a recovery!! 
",0,TripAdvisor,real
real,talbott,Hotel,"My girlfriends and I stayed 4 nights at the Talbott returning home on Saturday 9/29. We all had a wonderful time and thoroughly enjoyed the hotel. The staff from top to bottom were excellent, accommodating. The room was roomy...with our only complaint being not being able to cool the room fast enough after a day on the town. The construction next door was obstructing the sidewalk, but being on a oneway street limited that difficulty. The doorman, Andrew was an excellent source at this hotel. He arranged all our transportation at night to restaurants. We enjoyed everything about the hotel and the city. The hotel was expensive but met expectations. 
",0,TripAdvisor,real
