Binary_label,Category,source,text,is_synthetic,prediction
real,Home_and_Kitchen,amazon,Colors don't show up as good as the pictures. Some of the them are trying to come off.,0,real
real,Home_and_Kitchen,amazon,"I acquired this amazing product for cheap from BestBuy, because I think Dyson was renaming their DC series to ""V6"" at the time. In the past, the thought of dealing with cords and heavy vacuums typically prevailed over my urge to keep things clean, until such a time when everything just became intolerably dusty. However, with this vacuum, cleaning is actually kind of fun.

But what really inspired me to write this review was how awesomely and effectively this thing sucks up and kills bugs. Turn the ""Max"" setting on and no insect or arachnid shall escape its wrath. Suck them up from five feet away, spin them around and they are dead. I love this thing.",0,fake
real,Home_and_Kitchen,amazon,"Initially bough this kettle for use downstairs in our wet bar while guests were visiting.

Now with all the guests gone, we've brought it upstairs to replace our rusting Kitchen Aid stove-top kettle.

I love how quickly it heats, even when full, and is super handy when I want to quickly heat small amounts of water.

I've had no construction issues with the kettle in the 2 months we've owned it.

The one annoying design issue I had (which is more user err than anything) pertains to the location of the 'on' light.

I'd plugged the kettle in with the handle facing me and hit the on switch but saw nothing indicate it was on. I was like a monkey trying to figure out why the darn thing would turn on...then I realized the light was on the side of the kettle I could see.

'On' light should be by 'on/off' switch.

Overall, good product.",0,real
real,Home_and_Kitchen,amazon,"For a teenagers room, it definitely does the job. Easy to assemble-the teenager did it herself! She says it's comfortable as well.",0,fake
real,Home_and_Kitchen,amazon,Great water filter. My ice maker made more clear ice than I'd even had before.,0,fake
real,Home_and_Kitchen,amazon,This is exactly what I was needing - love these! Haven't had any issue and received as expected.,0,fake
real,Home_and_Kitchen,amazon,Have dishes with this pattern and love the glasses to match.  Love the size and the shape.,0,fake
real,Home_and_Kitchen,amazon,"I've been using the Frigidaire Professional Programmable Water Kettle several times a day and I have not once been disappointed! This kettle has several improvements over my previous electric kettle. First, the water tank holds 1. 7 liters so I do not need to continually fill the kettle. When I fill the kettle with filtered water in the morning, it lasts all day and into the evening without refilling. My previous kettle would only make three cups of tea before refilling and this kettle makes 7 cups of tea. Second, the water temperature is controlled with a digital display. The temperature is measured in Fahrenheit on the top of the kettle. The settings include 175F (green tea), 185F (white tea), 195F (oolong tea), 200F (french press coffee), 212F (black tea). When I played with different settings and the same tea flavor, I would get different results. Temperature matters! The kettle automatically remembers the last setting and all I need to do is push start/stop to create a new pot of water. Finally, the kettle has a ""wow"" factor with multi-color lights! As the water heats up, the handle changes color from green to blue to purple to red to orange, indicating the temperature of the water. My kids and husband thought it was ""cool"" to watch the light show. I did observe condensation in the handle once the kettle cools down. This kettle is a huge improvement over my previous kettle (utiliTEA Variable Temperature Electric Kettle). My previous model had a temperature control knob that you turn right or left. and I never really knew how to get the temperature correct! Now when someone in my family adjusts the temperature of the water on this kettle, I will see the numeric temperature before pouring water over my tea leaves. If you like tea then you'll like this kettle! I'm very fussy over my tea as well as my kettle. UPDATE 2016: Three years later and it still works great! Everyone in my family uses this kettle and it's been reliable and efficient.",0,real
real,Home_and_Kitchen,amazon,"It holds a lot of water, it's clean and utilitarian and best of all, it doesn't take up too much room in the fridge!",0,fake
real,Home_and_Kitchen,amazon,"great clock. I have used it now for over 5 years without issue.  I use too have to get up every other day at different times, the reason I bought it.  great clock no issues for over 5 years now.",0,fake
real,Home_and_Kitchen,amazon,"My late husband and I received this as a wedding gift in 2003. This coffee maker will grind beans, then brew, or you can just put ground coffee in it. For the most part, I just use ground coffee, but on occasion I'll buy whole bean coffee, and it works great. Some other reviewers have said that the grinding mechanism is loud, but I have a separate grinder, and it's no louder than that.

If you don't want to grind, just brew, there is a ""grind off"" button that you push before turning it on, and it just brews, without grinding- easy.

You can set it to make coffee at a pre-set time, and I've never had a problem with this- it's easy to set.

The coffee is brewed into a thermal carafe, and this works GREAT- my late husband would often get up around 6 am and brew a full pot. By the time I woke up at 8:30, it was still steaming hot, and no burned coffee from an under carafe heater.

The unit looks great and doesn't take up too much space on my counter.

The interior pieces come apart (basket, piece that holds the basket), and are easily washed in the top rack of the dishwasher.

Some people have complained in these reviews that they don't like the plastic insides, but I've had this machine for 4 years, and there's been no problem with anything breaking or malfunctioning in any way. There is also a mesh basket, which you can use as a filter, but if you remove it, you can  place a regular paper coffee filter in it's place.

I love that at parties, or on a nice day outside, I can place the carafe right on the table, and the coffee will stay hot for a long, long time.

I've had this machine for 4 years, and have been very happy with it. I've purchased several of them as gifts for people, as well- and everyone has loved it.",0,real
real,Home_and_Kitchen,amazon,"I  chose this alarm because I had owned or used one that looked similar for years--- they were easy to set and were very reliable.  I  was surprised to find the new model is quartz and has a very pleasing blue illumination. It also has a snooze feature that the old one did not have---Ilive in an area that has several power outages a year, and when the power goes off I can look at the clock and can tell exactly when the power went off and can pass that information on to the power company.  I am eighty years old and have owned several clocks that I found impossible to operate,and this model is perfect for my needs.  If I need it I USE my cellphone as a backup----A great product-----",0,real
real,Home_and_Kitchen,amazon,I received this item free in exchange for my honest and unbiased review. I love how cute they are! My kids are been choosing their molds for their eggs and pancakes every single morning. They really seem to enjoy choosing their shapes and eat all of their food. My kids needed that little extra push to get them to eat all of their food. The silicon molds are BPA-free and made of flexible yet durable 100% food grade silicone and can withstands temperatures of -20 F to 450 F. They do not stick to your food too much so it makes it really easy to separate your food from the mold. I still sprayed mine with coconut oil out of habit when I use them in the morning. It is very easy to clean and store as well. I keep them in a Ziploc in the drawer. I am sure you and your children will loves these as much as my children and I do.,0,fake
real,Home_and_Kitchen,amazon,Great scent. It's fruity but no too sweet. One small cube is enough to spread through and entire 2 story 1800 sqft house,0,fake
real,Home_and_Kitchen,amazon,"Beautiful. They look like much more expensive cabinets.

Want to add that this cabinet is large enough to keep many things out of sight and small enough to add to the spaciousness of the room.",0,real
real,Home_and_Kitchen,amazon,Good for the price but doesn't soften up much after washing,0,real
real,Home_and_Kitchen,amazon,This is a good steamer for travel. Very effective. Since travel size you have to fill the tank with water a few times which is not a hassle.,0,fake
real,Home_and_Kitchen,amazon,"We love our instant pot! Makes amazing rice!
Great pressure cooker without the stress of watching it!",0,fake
real,Home_and_Kitchen,amazon,"nice looking, but it doesnt look like stainless.  It works great tho, quiet and efficient.",0,real
real,Home_and_Kitchen,amazon,"I needed a shaker to go with some truffle salt I was giving as a gift. These are great. The top screws off so you don't have to turn it upside down to fill. There are different hole sizes to choose from. Simply turn the whole top. It comes apart for easy cleaning. They come in pairs, so I gave one with the gift and kept one for myself. I love it.",0,fake
real,Home_and_Kitchen,amazon,Little smaller than I anticipated but it is perfect for what I ordered it for . Very light weight and easy to hang.,0,real
real,Home_and_Kitchen,amazon,"I got this item during a lightning deal.  It is awesome!!!!  The packaging, the quality, the instructions, I haven't a complaint.  And it came with an extra shot glass as a free gift.  It is really well made and the coffee is fantastic. I have made regular espresso and also Expresso Americano (add hot water to expresso) and they both turned out great.  Haven't used it on milk yet but I plan to.  I am very impressed by the company.  They clearly take pride in their product.  I told my mom about it and she was bummed that the price was higher than what I had paid. But I honestly think it is worth the price.  I am no expresso expert but definitely a coffee snob.  This makes a great cup and is fun to use.  I would recommend this item.",0,fake
real,Home_and_Kitchen,amazon,"These are nice molds. Could be a little bigger, but nice size for the kids and those watching their waistline.",0,real
real,Home_and_Kitchen,amazon,"I am loving this!!  It's the perfect size... big enough for any dish!  Nothing sticks, it heats quickly, and the two handles are great!!",0,fake
real,Home_and_Kitchen,amazon,This strainer works well doing what it's intended to do which is to strain out what I don't want from a hot pot.  Looks good.  Just need a place to hang it to show it off rather than stowing away in a drawer.,0,fake
real,Home_and_Kitchen,amazon,Great mug! Husband says it is one of his favorites.,0,fake
real,Home_and_Kitchen,amazon,"The handle has a little cushion to it and the grating blades are so sharp it works so well, I threw my old one out (different company) it had gotten so dull over the years!",0,fake
real,Home_and_Kitchen,amazon,Item as described and arrived in a timely manner.,0,fake
real,Home_and_Kitchen,amazon,i fill it with sand and ash and its the perfect heat deflector. $10 for this or $50 for the ceramic shield? You decide,0,fake
real,Home_and_Kitchen,amazon,Much larger than expected. Almost excessive but I love the patterns and it looks wonderful in my room.,0,real
real,Home_and_Kitchen,amazon,"Omigosh, these are simply stunning and clearly well made. Arrived in a box within a box, canvas is perfectly taut and the coloring is really beautiful. They are a wonderful compliment to my bathroom.",0,fake
real,Home_and_Kitchen,amazon,Great sturdy little chair. My granddaughter loves anything moose so this has been the perfect chair for her. Love that it locks when open so no fear of collapse.,0,real
real,Home_and_Kitchen,amazon,The roses are beautiful. I am using them as flower pot pens in a black vase.,0,fake
fake,Sports_and_Outdoors,amazon,This mouth guard works great.  I have an old Burris mouth guard that I have been using for a couple years now and I am very happy,1,real
fake,Sports_and_Outdoors,amazon,This tent is very easy to set up and take down.  The only reason I gave it 4,1,fake
fake,Sports_and_Outdoors,amazon,These goggles are good looking and have the wide brim design.  The only reason I gave them 5 stars is because the lens is a bit small but the plastic part is great.  The only thing I would change is the size of the lenses.  I use my two sons for soccer and basketball.  They love the color and the fact that the goggles are made of plastic,1,real
fake,Sports_and_Outdoors,amazon,Love this ammo case.  We have had the cases for two years now and have not been disappointed,1,real
fake,Sports_and_Outdoors,amazon,"The KA-BAR Hellfire lives up to its name. It is a full size rifle, the handle is sturdy and well made. The front sight is also designed to be a bit of a pain to install.

",1,fake
fake,Sports_and_Outdoors,amazon,This basket was easy to put on and the materials are good.  The only reason I gave it 4 stars is that the basket is designed,1,fake
fake,Sports_and_Outdoors,amazon,"Perfect adapter when needing to use it, as long as you keep your hands completely closed.",1,fake
fake,Sports_and_Outdoors,amazon,"Cheap, large enough to hold a couple of cell phones. I also love that it's been used to store two extra rounds of ammo, both of which have a ""good"" smell. The only drawback is that the gun is a bit narrow. If you're looking for a revolver for the money, this is a good one. I'm shooting a lot of pistols and",1,fake
fake,Sports_and_Outdoors,amazon,"Outstanding knife, shaving sharp right out of the box. Very good quality.",1,fake
fake,Sports_and_Outdoors,amazon,Nice marker... I've taken it on an island with a bullseye and my son loves it!Great product. Great price. I am a 32 year old man who works at a large company. I had no issues,1,fake
fake,Sports_and_Outdoors,amazon,Great product. Boils water and takes the time to drink out of.,1,fake
fake,Sports_and_Outdoors,amazon,I now want these in a larger size. I've also used them for a few hours in a cave. The seams are solid and they have a nice feel to them. I have had no issues with the seams becoming loose.,1,real
fake,Sports_and_Outdoors,amazon,"The rain cover is fully protected. The only problem is that it comes with a small screw that is a little too tight. I am using it for the shoulders of my sports shorts and that is a major issue.

",1,fake
fake,Sports_and_Outdoors,amazon,Looks good and well thought out. The only problem is that it comes with a small screw that is a little too tight. I am not sure how,1,fake
fake,Sports_and_Outdoors,amazon,"I won't go into details here, but the materials are good and sturdy, and the handle is sturdy. The only thing I wish I knew is that if you are a strong person like me, this is not a good value for the money. This is a very good value for the money. I highly recommend it. I had to return it due to the fact that it was just a cheap replacement. I used it for two weeks and it held up very well. The only reason I gave it 5 stars is because I really like the sizing. I was just too big and needed to get a smaller one. Now I have it in my pack and it fits perfectly.",1,fake
fake,Sports_and_Outdoors,amazon,"Great Watch. I have had this watch for a long time and it works great. I have one in my car and the other in my office. The watch itself is a great watch and is very easy to use. It is a perfect size for my wrist and is very easy to wear. I have used it with a portable watch and I can tell the watch is very well made. I have worn it with a watch band and it is very comfortable. I will buy another one for my phone. I would highly recommend this watch.Perfect for my kids.  I love them.These are super lightweight and lightweight. I have used them for a couple of months and they are still working great. I would definitely recommend them to my son for those times when he is not going to be wearing a helmet.These work great. I have used them for about a month and they are still doing great.Works as advertised.This is my second pair of glasses, and I really like the quality of the material. The material is thin and very soft, and it's comfortable to wear. The material is also very easy to clean, and I haven't had a problem with the plastic being damaged. I also have the odd case on my older pair, which I got for my husband when I was a kid.

The fact that it's made of a durable material is",1,fake
fake,Sports_and_Outdoors,amazon,I have several pairs of this. The only problem is that it comes with a small screw that is a,1,fake
fake,Sports_and_Outdoors,amazon,"I am not an avid golfer, but I do know how to make my holes easier to use.  I had to replace a couple of screws that were not in place, and now it's a little difficult to replace a screw that is loose.  I hope this helps!I love this shirt. I love the color, the fit, the pockets. I've had it for a few weeks now and I love the color too. It's very soft, very comfortable. I like that the back is a little smaller. I've only worn it a couple times now and it's been great. It's definitely a good shirt",1,fake
fake,Sports_and_Outdoors,amazon,"It whistles, and is fairly easy to open.  The two buttons on the side of the cup are a little too small for the most typical desktop tasks, but otherwise the cup is pretty nice.  I would highly recommend this cup to anyone who wants a very compact, high quality, and easy to use device for everyday use.Very good knife.  It is a solid knife.  Sharpness is very good.  Very nice to have. ",1,fake
fake,Sports_and_Outdoors,amazon,"Rubber soles and studded had some stretchy material on them.

The only reason I gave this a 5 stars is because I am",1,fake
fake,Sports_and_Outdoors,amazon,"Good product, the only minus is the part with the instructions for opening/closing the door.Great product.",1,fake
fake,Sports_and_Outdoors,amazon,"Got this to add an extra set of emergency tools. I will keep this in the car and use it when we go camping.Great product and works great.I'm a 4'2"" and it fits great in my trunk. The size is perfect and the handle is very comfortable.",1,fake
fake,Sports_and_Outdoors,amazon,"this item works and doesn't go on the side of the bike.  If you have a larger bike, you'll want to get a larger version.  If you don't, go with a bigger",1,fake
fake,Sports_and_Outdoors,amazon,I purchased this bike online and it arrived on time. I will update this review if I find a difference. I had a friend who was very happy with her bike. She was skeptical that it was a bicycle. She says it is very sturdy. This one is a little bit larger than she thought. She says it is heavier than she thought. So it is a little heavier than she expected. It does not have a lot of grip on it. It is well made and does not come with a disc brake. The only thing I would change is that it has a small vent on it to allow it to sit upright. It is a little thicker than I thought. I am not sure why it is thinner. I would prefer it to be thicker. It is not as comfortable as I thought it would be. It is very small and I think it would be very uncomfortable for someone. I would not recommend this bike to anyone.,1,fake
fake,Sports_and_Outdoors,amazon,it's a weight belt and it has the wide brim. I also love that it's removable and,1,fake
fake,Sports_and_Outdoors,amazon,I have been using this for a couple of weeks and I really like it. I have one in my glove compartment and it,1,fake
fake,Sports_and_Outdoors,amazon,I love the high quality material. The only problem is that it comes with a small screw that is a little too tight. I am using it for the,1,fake
fake,Sports_and_Outdoors,amazon,"<div id=""video-block-ROMIG59BRPAHX"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B1o4pS7r6S.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/FfS5vS8jQS.png"" class=""video-slate-img-url"">&nbsp;this is a great knife for the money and a great tool.  The knife is made of great quality steel",1,fake
fake,Sports_and_Outdoors,amazon,"Totally does the job, keeps my hands free and keeps my wrist warm.",1,fake
fake,Sports_and_Outdoors,amazon,Put this in my 40 oz. Taurus and it works great.Nice bag for the money.I bought this for a friend,1,fake
fake,Sports_and_Outdoors,amazon,"Pros: lightweight carbon trekking poles, an easy to carry and carry handle, and a sturdy handle.

Pros: the best seat, solid construction, the lightest price, and the best quality.

Cons: the handle is a little loose. I use it for hiking and it gets a bit tight with time.

I had to return it due to the fact that it is very heavy. I tried to return it to Amazon but they didn't respond to my emails.

I would recommend this trekking poles",1,fake
fake,Sports_and_Outdoors,amazon,"Excellent kayak. Shipping was a little slow, but it was worth it.Nice bag for the money.I bought this for a friend, and he is a big fan.  I used it to",1,fake
fake,Sports_and_Outdoors,amazon,"Good rod - nice guides, and the quality is good too.  I have a 22"" barrel",1,real
fake,Sports_and_Outdoors,amazon,So far so good. Not a bad quality product. My husband likes it.,1,fake
fake,Sports_and_Outdoors,amazon,"Nice, although I'm not keen on it, as it is too large.",1,fake
fake,Sports_and_Outdoors,amazon,I bought this in the last two weeks and it is holding up very well. I have one in my glove compartment and it fits perfectly. The only thing I would change is I would like to have a little more room for a pillow case. If I had to give it 5 stars I would suggest to buy a larger one. I would also recommend the one with a zipper on the side for my keychain. I would not go for the larger one since it is,1,fake
fake,Sports_and_Outdoors,amazon,"My kids were even more upset than I was about these socks.  They were too warm and the socks weren't comfortable enough.  I took them off and bought a pair of these socks.  I still use them for swimming, they are very warm and I still feel good about them.  I will continue to wear them and I can't wait to wear them again.I use these when I run and I love the fact that they are so easy to clean and dry. They are very easy to clean and dry. They are very comfortable and easy to store. I have a size 6, and",1,fake
fake,Sports_and_Outdoors,amazon,"The attraction was the simulated sunshade.  The two lights were also identical in size and intensity.  The light dimmed a bit and then the light returned to a dull white light.  I still liked the light, but it had some light leakage to it.  The sunshade is actually a bit brighter than the original one.  If you have a light source that is just a cheap LED, you can't beat the price.  It's very bright.  I have yet to find a light source that will last long enough for me to put it up on my vehicle.  It's definitely worth the money.

I have not used it for a full day of driving and it's not going to work for me.  It's going to be a good upgrade",1,real
fake,Sports_and_Outdoors,amazon,Fits but very sloppy and doesn't seem to hold up well.  If you have a larger,1,fake
fake,Sports_and_Outdoors,amazon,I have tried a variety of different brands and the quality is superb. This is the first one I have owned.  The plastic parts are solid and the plastic is solid.  The metal part is well made and the plastic part is very sturdy.  I highly recommend this product.  I have used it with a variety of things including a,1,fake
real,Sports_and_Outdoors,amazon,perfect for the beginner. I am 55 y.o. grandmother and I can cast this net fairly well after  a few warm ups.  I recommend it for the price.,0,real
real,Sports_and_Outdoors,amazon,first time I used it It fell apart.. requesting to get my money back or a replacement.,0,fake
real,Sports_and_Outdoors,amazon,"As Zebco's go, these are top of the line.  They cast really nice and are easy to use for non-fishermen (which is why I keep buying them for guests to use).  In freshwater they hold up well and continue to cast well, but in saltwater they turn into a pile of rust and the coating on the handle and middle section peels off.  They do seem to still be working despite that though.",0,real
real,Sports_and_Outdoors,amazon,I placed this in the freezer at might so I would have cold water and the bottle busted.,0,fake
real,Sports_and_Outdoors,amazon,"Bought this for my 2003 accord. Although the rack is not ment to fit an accord, it will. I don't think it will fit 3 bikes, but it will fit 2 on the back of the car.
The rack itself is well made and fits solidly when installed.",0,real
real,Sports_and_Outdoors,amazon,"I have being  using these chaps for over 2 years. Well made, a must for anyone using a chainsaw. can get a bit hot in warm weather,",0,real
real,Sports_and_Outdoors,amazon,I have a big light and it works well with that,0,fake
